age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
36,athletic,,socially,,graduated from med school,,66,-1,medicine / health,,straight,,,f,virgo and it&rsquo;s fun to think about,,"english, spanish, persian",single
21,thin,anything,rarely,never,working on college/university,white,72,-1,student,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,,atheism,m,libra,no,english (fluently),single
29,,,,,,white,74,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,,,m,leo,,"english, czech, italian (poorly), french (poorly)",single
35,fit,mostly anything,socially,,graduated from masters program,white,72,-1,,,straight,,,m,pisces,no,"english (okay), spanish (fluently)",single
25,curvy,mostly anything,socially,never,working on college/university,"hispanic / latin, white",63,20000,sales / marketing / biz dev,"doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,catholicism and laughing about it,f,gemini and it&rsquo;s fun to think about,no,english,single
26,fit,mostly anything,socially,never,graduated from college/university,white,68,70000,science / tech / engineering,"doesn&rsquo;t have kids, but wants them",straight,likes dogs,agnosticism and laughing about it,f,sagittarius but it doesn&rsquo;t matter,no,english,single
34,thin,anything,rarely,never,graduated from college/university,,66,-1,,"doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other and laughing about it,f,,no,"english, spanish (okay), other (poorly)",single
20,average,,socially,never,graduated from high school,white,66,-1,student,,straight,,,f,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",seeing someone
32,fit,strictly other,rarely,,,,70,-1,other,doesn&rsquo;t have kids,straight,likes dogs and has cats,other,m,sagittarius,no,english (fluently),single
62,fit,anything,socially,never,graduated from masters program,white,73,-1,executive / management,has kids,straight,likes dogs,christianity,m,,no,english,single
32,fit,,socially,never,graduated from masters program,white,63,-1,artistic / musical / writer,,straight,likes dogs and has cats,atheism,f,aquarius,no,english,single
23,a little extra,,socially,never,,hispanic / latin,69,-1,other,,straight,has dogs and dislikes cats,other,m,aries,when drinking,"english (fluently), spanish (fluently)",single
47,fit,,socially,never,,"hispanic / latin, other",66,-1,medicine / health,has a kid,gay,,,m,sagittarius,,english,single
27,athletic,mostly anything,socially,never,graduated from college/university,white,68,-1,computer / hardware / software,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,judaism but not too serious about it,m,virgo but it doesn&rsquo;t matter,no,"english, russian",single
28,a little extra,mostly halal,often,never,dropped out of high school,white,72,250000,artistic / musical / writer,doesn&rsquo;t want kids,straight,has dogs and dislikes cats,hinduism and very serious about it,m,cancer and it matters a lot,when drinking,"english (fluently), croatian (fluently), bengali (okay)",single
35,average,strictly vegetarian,,,graduated from college/university,,68,-1,,,straight,has cats,,f,taurus and it&rsquo;s fun to think about,,english,single
24,a little extra,mostly anything,often,sometimes,dropped out of college/university,white,71,-1,computer / hardware / software,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and dislikes cats,atheism and very serious about it,m,,when drinking,"english (fluently), spanish (poorly), russian (poorly), c++ (fluently)",single
32,fit,mostly anything,socially,never,graduated from college/university,white,69,-1,sales / marketing / biz dev,,gay,has dogs and likes cats,atheism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
20,fit,mostly anything,socially,never,working on college/university,hispanic / latin,66,20000,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism but not too serious about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (poorly), portuguese (poorly)",single
28,curvy,anything,often,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and has cats,agnosticism and laughing about it,f,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
38,jacked,mostly anything,not at all,,graduated from college/university,white,70,-1,other,,straight,,other,m,scorpio,no,english,available
28,average,,not at all,never,graduated from college/university,white,74,30000,education / academia,doesn&rsquo;t have kids,straight,,,m,,no,english,single
44,fit,,rarely,never,graduated from masters program,,63,-1,education / academia,has a kid,straight,,judaism,f,virgo,no,"english (fluently), spanish (okay), french (okay)",single
52,fit,,often,never,graduated from law school,white,66,-1,law / legal services,"has kids, but doesn&rsquo;t want more",straight,,judaism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), italian (poorly), spanish (poorly), french (poorly)",single
34,athletic,mostly anything,socially,never,working on masters program,white,60,-1,education / academia,,straight,,other,f,taurus,no,english,single
27,athletic,mostly anything,rarely,never,graduated from law school,asian,67,150000,law / legal services,,straight,likes dogs and likes cats,agnosticism and laughing about it,f,taurus and it&rsquo;s fun to think about,no,english,single
36,fit,mostly anything,not at all,never,graduated from college/university,white,79,50000,entertainment / media,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,virgo but it doesn&rsquo;t matter,no,english (fluently),single
29,thin,mostly vegetarian,rarely,never,working on ph.d program,indian,61,20000,science / tech / engineering,"doesn&rsquo;t have kids, but might want them",straight,likes dogs,agnosticism but not too serious about it,f,,no,"english, hindi (okay), spanish (poorly)",single
31,average,,socially,never,graduated from college/university,hispanic / latin,69,-1,entertainment / media,,straight,likes dogs,catholicism,m,cancer but it doesn&rsquo;t matter,no,"english, spanish (okay)",single
28,full figured,,often,sometimes,graduated from high school,"hispanic / latin, white",69,-1,other,,gay,likes dogs and likes cats,agnosticism and laughing about it,f,virgo and it&rsquo;s fun to think about,sometimes,english (fluently),single
31,,strictly vegetarian,socially,,graduated from college/university,white,67,-1,artistic / musical / writer,,straight,likes dogs and likes cats,agnosticism,m,taurus,no,"english (fluently), spanish (okay), japanese (okay)",single
42,fit,anything,socially,never,graduated from ph.d program,asian,71,150000,education / academia,"doesn&rsquo;t have kids, but wants them",straight,has dogs,,m,scorpio but it doesn&rsquo;t matter,no,english,single
33,a little extra,mostly anything,socially,never,graduated from masters program,white,63,-1,education / academia,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,sometimes,english (fluently),single
28,athletic,mostly anything,socially,sometimes,graduated from masters program,hispanic / latin,67,-1,banking / financial / real estate,doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aquarius,trying to quit,"english, italian, french, spanish, russian",single
38,athletic,anything,socially,,graduated from college/university,white,63,-1,banking / financial / real estate,,straight,,judaism,f,,no,english,single
27,,,,never,,asian,64,-1,medicine / health,,straight,likes dogs,catholicism and somewhat serious about it,f,,no,english,single
20,curvy,,rarely,never,college/university,asian,62,-1,,,straight,has dogs,,f,leo,no,english,single
28,fit,anything,socially,never,graduated from college/university,asian,65,80000,medicine / health,,bisexual,,catholicism,f,aquarius but it doesn&rsquo;t matter,no,english,single
29,fit,mostly anything,socially,never,graduated from college/university,asian,67,-1,computer / hardware / software,"doesn&rsquo;t have kids, but might want them",straight,likes dogs,other but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (fluently), c++ (fluently)",single
28,fit,anything,socially,never,graduated from college/university,white,66,-1,education / academia,doesn&rsquo;t have kids,straight,likes dogs and likes cats,,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",seeing someone
31,fit,strictly anything,socially,never,working on ph.d program,white,63,-1,student,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,agnosticism and very serious about it,f,gemini but it doesn&rsquo;t matter,when drinking,"english (fluently), french (okay)",single
28,thin,,socially,never,graduated from college/university,,63,-1,,,straight,likes dogs and dislikes cats,catholicism,f,virgo,no,"english (fluently), spanish",single
43,curvy,strictly anything,socially,never,graduated from law school,white,69,-1,political / government,,straight,likes dogs and has cats,judaism but not too serious about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (okay)",single
44,skinny,anything,socially,,,white,71,-1,,doesn&rsquo;t have kids,straight,has cats,judaism and laughing about it,m,taurus but it doesn&rsquo;t matter,sometimes,"english (fluently), swedish (fluently)",single
23,fit,mostly anything,often,never,graduated from college/university,"hispanic / latin, white",69,-1,other,,gay,likes dogs,catholicism but not too serious about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), portuguese (okay)",single
35,fit,,,sometimes,working on masters program,white,67,-1,student,,straight,likes cats,christianity but not too serious about it,f,scorpio and it&rsquo;s fun to think about,,"english (fluently), spanish (poorly)",single
30,thin,mostly anything,socially,never,working on college/university,white,66,-1,rather not say,,straight,has dogs and has cats,agnosticism,f,gemini and it&rsquo;s fun to think about,no,english (fluently),seeing someone
58,a little extra,mostly anything,socially,never,graduated from college/university,white,62,-1,medicine / health,"has kids, but doesn&rsquo;t want more",straight,has dogs,judaism,f,,no,"english (fluently), spanish (okay)",single
