EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2020	Q1	Mar	2020	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2021	Q4	Nov	2021	T4	nov.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	260
2022	Q3	Sep	2022	T3	sept.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	425
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	25
2022	Q3	Jul	2022	T3	juil.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2024	Q2	May	2024	T2	mai	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	875
2026	Q2	Jun	2026	T2	juin	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	320
2017	Q1	Jan	2017	T1	janv.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	710
2016	Q2	Jun	2016	T2	juin	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2016	Q4	Dec	2016	T4	déc.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	40
2023	Q2	Apr	2023	T2	avr.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2021	Q2	Apr	2021	T2	avr.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2025	Q2	Jun	2025	T2	juin	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q3	Jul	2020	T3	juil.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	275
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	275
2018	Q2	May	2018	T2	mai	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	345
2021	Q1	Mar	2021	T1	mars	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	180
2020	Q1	Mar	2020	T1	mars	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	15
2019	Q4	Dec	2019	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	5
2025	Q1	Mar	2025	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q3	Jul	2020	T3	juil.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2023	Q4	Oct	2023	T4	oct.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1705
2017	Q1	Jan	2017	T1	janv.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	20
2016	Q4	Oct	2016	T4	oct.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2024	Q3	Aug	2024	T3	août	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	810
2021	Q3	Aug	2021	T3	août	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	385
2019	Q1	Mar	2019	T1	mars	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	30
2017	Q2	Jun	2017	T2	juin	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	--
2024	Q4	Nov	2024	T4	nov.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	245
2018	Q2	Apr	2018	T2	avr.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	150
2018	Q3	Jul	2018	T3	juil.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	170
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	125
2016	Q1	Jan	2016	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2690
2015	Q3	Jul	2015	T3	juil.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	50
2021	Q3	Sep	2021	T3	sept.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	395
2019	Q3	Aug	2019	T3	août	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	825
2022	Q4	Oct	2022	T4	oct.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	55
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	70
2022	Q4	Oct	2022	T4	oct.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	30
2016	Q2	Jun	2016	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	120
2015	Q3	Aug	2015	T3	août	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	5
2018	Q4	Nov	2018	T4	nov.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	285
2026	Q3	Jul	2026	T3	juil.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	4675
2025	Q3	Jul	2025	T3	juil.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	135
2016	Q1	Feb	2016	T1	fév.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	190
2019	Q1	Mar	2019	T1	mars	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2023	Q4	Nov	2023	T4	nov.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1630
2016	Q4	Dec	2016	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	40
2016	Q3	Aug	2016	T3	août	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	5
2016	Q4	Oct	2016	T4	oct.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	220
2019	Q3	Sep	2019	T3	sept.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	60
2022	Q4	Oct	2022	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2022	Q1	Mar	2022	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	15
2019	Q3	Aug	2019	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	5
2016	Q4	Nov	2016	T4	nov.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	140
2018	Q1	Jan	2018	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Skilled Worker	Travailleurs qualifiés	--
2018	Q4	Nov	2018	T4	nov.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2023	Q4	Dec	2023	T4	déc.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2645
2019	Q3	Sep	2019	T3	sept.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	545
2025	Q1	Mar	2025	T1	mars	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	130
2016	Q2	May	2016	T2	mai	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	70
2018	Q3	Aug	2018	T3	août	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2450
2023	Q1	Jan	2023	T1	janv.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	200
2017	Q4	Oct	2017	T4	oct.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	20
2022	Q4	Nov	2022	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2016	Q2	May	2016	T2	mai	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	720
2017	Q4	Nov	2017	T4	nov.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	65
2019	Q3	Jul	2019	T3	juil.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	800
2016	Q3	Jul	2016	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2021	Q3	Jul	2021	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	110
2022	Q1	Feb	2022	T1	fév.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	10
2020	Q2	Apr	2020	T2	avr.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	50
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	35
2024	Q3	Aug	2024	T3	août	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	25
2024	Q4	Nov	2024	T4	nov.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	165
2025	Q1	Mar	2025	T1	mars	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	25
2016	Q1	Jan	2016	T1	janv.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q1	Mar	2023	T1	mars	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2023	Q3	Jul	2023	T3	juil.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	345
2026	Q1	Jan	2026	T1	janv.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	80
2016	Q4	Oct	2016	T4	oct.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	5
2016	Q3	Sep	2016	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	50
2021	Q4	Nov	2021	T4	nov.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	15
2018	Q2	Apr	2018	T2	avr.	Nova Scotia	Nouvelle-Écosse	Skilled Trade	Métiers spécialisés	5
2026	Q2	May	2026	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2021	Q1	Feb	2021	T1	fév.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	--
2025	Q2	Jun	2025	T2	juin	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	530
2015	Q4	Nov	2015	T4	nov.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	90
2023	Q3	Jul	2023	T3	juil.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	35
2015	Q4	Nov	2015	T4	nov.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2023	Q1	Jan	2023	T1	janv.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	15
2023	Q1	Jan	2023	T1	janv.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	455
2022	Q4	Dec	2022	T4	déc.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	695
2022	Q4	Nov	2022	T4	nov.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2315
2024	Q3	Sep	2024	T3	sept.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	35
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	--
2018	Q4	Oct	2018	T4	oct.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2025	Q2	Apr	2025	T2	avr.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	60
2016	Q2	May	2016	T2	mai	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2019	Q3	Sep	2019	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	10
2018	Q2	Apr	2018	T2	avr.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	445
2022	Q4	Oct	2022	T4	oct.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	565
2018	Q4	Dec	2018	T4	déc.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	385
2018	Q2	Apr	2018	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2025	Q3	Jul	2025	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q1	Jan	2022	T1	janv.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2023	Q2	May	2023	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	65
2018	Q1	Feb	2018	T1	fév.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2016	Q4	Dec	2016	T4	déc.	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	--
2017	Q1	Feb	2017	T1	fév.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	170
2016	Q1	Jan	2016	T1	janv.	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q4	Dec	2024	T4	déc.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	25
2023	Q4	Oct	2023	T4	oct.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	20
2020	Q4	Oct	2020	T4	oct.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2015	Q2	Apr	2015	T2	avr.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q1	Feb	2016	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Trade	Métiers spécialisés	--
2016	Q1	Jan	2016	T1	janv.	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	--
2022	Q4	Nov	2022	T4	nov.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	910
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	670
2021	Q1	Mar	2021	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2017	Q1	Jan	2017	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2345
2024	Q2	Jun	2024	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2019	Q3	Sep	2019	T3	sept.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	55
2016	Q3	Sep	2016	T3	sept.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2018	Q4	Nov	2018	T4	nov.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	25
2018	Q4	Nov	2018	T4	nov.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	175
2020	Q2	Jun	2020	T2	juin	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	50
2017	Q4	Nov	2017	T4	nov.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2505
2025	Q3	Jul	2025	T3	juil.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	1350
2020	Q1	Jan	2020	T1	janv.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	380
2026	Q2	Jun	2026	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2025	Q1	Mar	2025	T1	mars	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	390
2018	Q2	Jun	2018	T2	juin	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	50
2019	Q1	Feb	2019	T1	fév.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2021	Q1	Mar	2021	T1	mars	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2021	Q2	Apr	2021	T2	avr.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	255
2023	Q3	Aug	2023	T3	août	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	25
2018	Q3	Jul	2018	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	35
2024	Q1	Mar	2024	T1	mars	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	210
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	60
2021	Q3	Sep	2021	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q1	Jan	2020	T1	janv.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2022	Q2	Apr	2022	T2	avr.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	55
2023	Q3	Sep	2023	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	5
2021	Q2	Jun	2021	T2	juin	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	1210
2016	Q2	Jun	2016	T2	juin	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	5
2019	Q1	Jan	2019	T1	janv.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	--
2021	Q2	May	2021	T2	mai	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	30
2022	Q4	Nov	2022	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	55
2016	Q2	Apr	2016	T2	avr.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2023	Q3	Jul	2023	T3	juil.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	--
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2520
2023	Q2	Apr	2023	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q2	May	2018	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2018	Q2	Jun	2018	T2	juin	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1245
2016	Q3	Aug	2016	T3	août	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	125
2025	Q1	Mar	2025	T1	mars	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	350
2017	Q1	Jan	2017	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2017	Q3	Sep	2017	T3	sept.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	400
2022	Q2	May	2022	T2	mai	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	535
2023	Q1	Jan	2023	T1	janv.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	30
2019	Q4	Nov	2019	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2022	Q1	Jan	2022	T1	janv.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	10
2016	Q1	Feb	2016	T1	fév.	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	--
2026	Q1	Mar	2026	T1	mars	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1390
2019	Q2	May	2019	T2	mai	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	60
2021	Q1	Feb	2021	T1	fév.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	5
2019	Q1	Mar	2019	T1	mars	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2023	Q1	Mar	2023	T1	mars	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2015	Q3	Sep	2015	T3	sept.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	--
2015	Q2	Jun	2015	T2	juin	Alberta	Alberta	Skilled Trade	Métiers spécialisés	25
2020	Q1	Feb	2020	T1	fév.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	40
2017	Q3	Aug	2017	T3	août	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	545
2021	Q3	Sep	2021	T3	sept.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	--
