EN_YEAR	FR_ANNEÉ	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_ITA_SCORE	FR_NOTE_D'IPD	TOTAL
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	130
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	80
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	820
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	875
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	560
2016	2016	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	70
2016	2016	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	320
2016	2016	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	120
2016	2016	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 901 - 1000	Note 901 - 1000	25
2016	2016	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	145
2016	2016	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 1101 - 1200	Note 1101 - 1200	10
2016	2016	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	585
2016	2016	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	25
2016	2016	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	125
2016	2016	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	360
2016	2016	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	185
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1101 - 1200	Note 1101 - 1200	10
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	835
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	260
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	20
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	225
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	520
2016	2016	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	470
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	105
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	350
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	80
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 901 - 1000	Note 901 - 1000	--
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	115
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 1101 - 1200	Note 1101 - 1200	10
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	880
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	65
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	100
2016	2016	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	310
2016	2016	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	940
2016	2016	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	5
2016	2016	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	25
2016	2016	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	160
2016	2016	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	830
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	5
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	--
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	10
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	10
2016	2016	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	15
2016	2016	Manitoba	Manitoba	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	--
2016	2016	Manitoba	Manitoba	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	5
2016	2016	Manitoba	Manitoba	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	--
2016	2016	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	10
2016	2016	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	55
2016	2016	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 701 - 800	Note 701 - 800	--
2016	2016	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	5
2016	2016	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	15
2016	2016	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	5
2016	2016	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2016	2016	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	20
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1101 - 1200	Note 1101 - 1200	--
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	--
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	5
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	10
2016	2016	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	--
2016	2016	New Brunswick	Nouveau-Brunswick	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	--
2016	2016	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	15
2016	2016	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	--
2016	2016	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	5
2016	2016	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	100
2016	2016	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2016	2016	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	10
2016	2016	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	370
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	5
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	5
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	10
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	5
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	15
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	5
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	10
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2016	2016	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	5
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	5
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	35
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	5
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	10
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	20
2016	2016	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	5
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	10
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	15
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	10
2016	2016	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	10
2016	2016	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	285
2016	2016	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2016	2016	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	45
2016	2016	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	715
2016	2016	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	385
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1101 - 1200	Note 1101 - 1200	15
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	1795
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	505
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	15
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	190
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	510
2016	2016	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	725
2016	2016	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	30
2016	2016	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	105
2016	2016	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	40
